paso,id,fenotipo,cambio_fenotipo,estrategia,pago,tau,theta
1,8-4,E,0,D,0.349,9,2
1,8-5,E,0,D,1.046,4,2
1,8-6,P,0,C,1.146,3,2
1,8-7,E,0,D,1.046,10,2
1,8-8,P,0,C,3.049,5,2
1,8-9,A,0,C,3.049,3,2
1,9-0,R,0,D,0.697,7,2
1,9-1,E,0,D,0.349,3,2
1,9-2,E,0,D,0.697,6,2
1,9-3,E,0,D,0.697,9,2
1,9-4,R,0,C,1.146,3,2
1,9-5,O,0,C,2.097,8,2
1,9-6,E,0,D,1.046,5,2
1,9-7,A,0,C,2.097,10,2
1,9-8,A,0,C,3.049,5,2
1,9-9,E,0,D,1.046,9,2
2,0-0,A,0,C,2.139,8,3
2,0-1,E,0,D,2.003,6,3
2,0-2,O,0,C,0.277,4,3
2,0-3,A,0,C,-1.584,3,3
2,0-4,E,0,D,2.003,8,3
2,0-5,A,0,C,-1.584,5,3
2,0-6,E,0,D,1.335,10,3
2,0-7,P,0,D,0.668,7,3
2,0-8,P,0,D,2.003,6,3
2,0-9,R,0,C,0.277,7,3
2,1-0,R,0,C,2.139,10,3
2,1-1,O,0,C,2.139,6,3
2,1-2,R,0,C,2.139,4,3
2,1-3,E,0,D,2.003,6,3
2,1-4,O,0,C,-1.584,6,3
2,1-5,P,0,D,2.003,10,3
2,1-6,A,0,C,-3.446,6,3
2,1-7,R,0,D,1.335,6,3
2,1-8,O,0,C,-1.584,8,3
2,1-9,R,0,C,4.0,10,3
2,2-0,P,0,D,2.003,10,3
2,2-1,O,0,C,0.277,3,3
2,2-2,A,0,C,0.277,5,3
2,2-3,E,0,D,1.335,8,3
2,2-4,O,0,C,0.277,9,3
2,2-5,P,0,D,0.668,3,3
2,2-6,E,0,D,0.668,9,3
2,2-7,P,0,D,0.668,8,3
2,2-8,P,0,D,1.335,3,3
2,2-9,O,0,C,-1.584,9,3
2,3-0,E,0,D,0.668,7,3
2,3-1,E,0,D,1.335,4,3
2,3-2,E,0,D,0.668,4,3
2,3-3,R,0,D,0.668,4,3
2,3-4,A,0,C,-1.584,4,3
2,3-5,E,0,D,1.335,9,3
2,3-6,E,0,D,0.668,6,3
2,3-7,A,0,C,-3.446,9,3
2,3-8,E,0,D,1.335,9,3
2,3-9,P,0,D,1.335,7,3
2,4-0,O,0,C,0.277,9,3
2,4-1,O,0,C,-1.584,4,3
2,4-2,E,0,D,0.668,8,3
2,4-3,E,0,D,0.0,4,3
2,4-4,E,0,D,1.335,5,3
2,4-5,O,0,C,-1.584,9,3
2,4-6,P,0,D,0.668,5,3
2,4-7,E,0,D,2.003,8,3
2,4-8,O,0,C,0.277,10,3
2,4-9,A,0,C,2.139,6,3
2,5-0,R,0,D,1.335,9,3
2,5-1,E,0,D,0.668,8,3
2,5-2,R,0,D,0.0,4,3
2,5-3,E,0,D,0.0,3,3
2,5-4,E,0,D,0.668,3,3
2,5-5,O,0,C,0.277,5,3
2,5-6,P,0,D,1.335,5,3
2,5-7,O,0,C,-1.584,3,3
2,5-8,A,0,C,4.0,6,3
2,5-9,A,0,C,0.277,9,3
2,6-0,E,0,D,0.0,6,3
2,6-1,P,0,D,0.0,3,3
2,6-2,P,0,D,0.0,9,3
2,6-3,E,0,D,0.668,5,3
2,6-4,E,0,D,0.668,3,3
2,6-5,O,0,C,0.277,7,3
2,6-6,P,0,D,1.335,5,3
2,6-7,E,0,D,2.003,9,3
2,6-8,O,0,C,0.277,7,3
2,6-9,E,0,D,1.335,10,3
2,7-0,E,0,D,0.668,8,3
2,7-1,P,0,D,0.668,5,3
2,7-2,E,0,D,1.335,8,3
2,7-3,O,0,C,-3.446,6,3
2,7-4,E,0,D,1.335,7,3
2,7-5,A,0,C,0.277,4,3
2,7-6,A,0,C,0.277,10,3
2,7-7,R,0,C,0.277,10,3
2,7-8,O,0,C,0.277,9,3
2,7-9,P,0,D,1.335,6,3
2,8-0,O,0,C,2.139,5,3
2,8-1,A,0,C,0.277,5,3
2,8-2,O,0,C,-1.584,6,3
2,8-3,E,0,D,1.335,3,3
2,8-4,E,0,D,0.0,8,3
2,8-5,E,0,D,1.335,5,3
2,8-6,P,0,D,0.668,3,3
2,8-7,E,0,D,1.335,9,3
2,8-8,P,0,D,2.003,6,3
2,8-9,A,0,C,-1.584,3,3
2,9-0,R,0,C,0.277,6,3
2,9-1,E,0,D,1.335,4,3
2,9-2,E,0,D,1.335,5,3
2,9-3,E,0,D,0.668,8,3
2,9-4,R,0,D,0.668,4,3
2,9-5,O,0,C,-1.584,7,3
2,9-6,E,0,D,1.335,6,3
2,9-7,A,0,C,-1.584,9,3
2,9-8,A,0,C,-1.584,6,3
2,9-9,E,0,D,2.67,10,3
3,0-0,A,0,C,1.274,7,4
3,0-1,E,0,D,1.42,7,4
3,0-2,O,0,C,1.274,3,0
3,0-3,A,0,C,1.274,3,0
3,0-4,E,0,D,1.42,9,4
3,0-5,A,0,C,2.183,6,4
3,0-6,E,0,D,1.42,10,4
3,0-7,P,0,C,2.183,8,4
3,0-8,P,0,C,4.0,7,4
3,0-9,R,0,C,3.091,8,4
3,1-0,R,0,D,1.893,10,4
3,1-1,O,0,C,1.274,5,4
3,1-2,R,0,D,1.42,5,4
3,1-3,E,0,D,0.947,7,4
3,1-4,O,0,C,2.183,5,4
3,1-5,P,0,C,4.0,10,4
3,1-6,A,0,C,1.274,5,4
3,1-7,R,0,D,1.893,7,4
3,1-8,O,0,C,3.091,9,4
3,1-9,R,0,C,3.091,10,4
3,2-0,P,0,C,2.183,9,4
3,2-1,O,0,C,3.091,4,4
3,2-2,A,0,C,1.274,4,4
3,2-3,E,0,D,0.947,7,4
3,2-4,O,0,C,3.091,10,4
3,2-5,P,0,C,2.183,4,4
3,2-6,E,0,D,1.42,10,4
3,2-7,P,0,C,2.183,7,4
3,2-8,P,0,C,3.091,4,4
3,2-9,O,0,C,4.0,10,4
3,3-0,E,0,D,1.42,6,4
3,3-1,E,0,D,0.947,5,4
3,3-2,E,0,D,0.473,3,0
3,3-3,A,1,D,0.473,3,0
3,3-4,A,0,C,1.274,3,0
3,3-5,E,0,D,1.42,10,4
3,3-6,E,0,D,0.947,5,4
3,3-7,A,0,C,1.274,8,4
3,3-8,E,0,D,1.893,10,4
3,3-9,P,0,C,2.183,6,4
3,4-0,O,0,C,3.091,10,4
3,4-1,O,0,C,1.274,3,0
3,4-2,E,0,D,0.473,7,4
3,4-3,E,0,D,0.0,3,0
3,4-4,E,0,D,0.947,4,4
3,4-5,O,0,C,2.183,10,4
3,4-6,P,0,C,2.183,4,4
3,4-7,E,0,D,1.893,9,4
3,4-8,O,0,C,2.183,9,4
3,4-9,A,0,C,4.0,7,4
3,5-0,R,0,C,2.183,10,4
3,5-1,E,0,D,1.42,9,4
3,5-2,P,1,D,0.473,3,0
3,5-3,P,1,D,0.0,3,0
3,5-4,O,1,D,0.473,3,0
3,5-5,O,0,C,3.091,6,4
3,5-6,P,0,C,4.0,6,4
3,5-7,A,1,C,2.183,3,0
3,5-8,A,0,C,4.0,7,4
3,5-9,A,0,C,3.091,10,4
3,6-0,E,0,D,0.947,5,4
3,6-1,P,0,C,2.183,3,0
3,6-2,P,0,C,1.274,8,4
3,6-3,E,0,D,0.947,6,4
3,6-4,E,0,D,0.473,3,0
3,6-5,O,0,C,3.091,8,4
3,6-6,P,0,C,3.091,6,4
3,6-7,E,0,D,1.42,8,4
3,6-8,O,0,C,2.183,8,4
3,6-9,E,0,D,1.42,10,4
3,7-0,E,0,D,1.42,9,4
3,7-1,P,0,C,2.183,6,4
3,7-2,E,0,D,1.893,9,4
3,7-3,O,0,C,0.366,5,4
3,7-4,E,0,D,0.947,8,4
3,7-5,O,1,C,2.183,3,0
3,7-6,A,0,C,3.091,10,4
3,7-7,R,0,D,0.947,9,4
3,7-8,O,0,C,3.091,10,4
3,7-9,P,0,C,2.183,5,4
3,8-0,O,0,C,2.183,4,4
3,8-1,A,0,C,3.091,6,4
3,8-2,O,0,C,1.274,5,4
3,8-3,E,0,D,0.947,4,4
3,8-4,E,0,D,0.0,7,4
3,8-5,E,0,D,1.42,4,4
3,8-6,E,1,C,1.274,3,0
3,8-7,E,0,D,1.42,10,4
3,8-8,P,0,C,3.091,5,4
3,8-9,A,0,C,3.091,4,4
3,9-0,R,0,D,0.947,5,4
3,9-1,E,0,D,0.473,3,0
3,9-2,E,0,D,0.947,6,4
3,9-3,E,0,D,0.473,7,4
3,9-4,E,1,D,0.473,3,0
3,9-5,O,0,C,1.274,6,4
3,9-6,E,0,D,1.42,7,4
3,9-7,A,0,C,2.183,8,4
3,9-8,A,0,C,3.091,5,4
3,9-9,E,0,D,1.42,10,4
4,0-0,A,0,C,3.93,6,5
4,0-1,E,0,D,1.148,6,5
4,0-2,O,0,D,2.296,3,1
4,0-3,A,0,C,3.907,3,1
4,0-4,E,0,D,2.296,10,5
4,0-5,A,0,C,3.93,5,5
4,0-6,E,0,D,3.445,10,5
4,0-7,P,0,C,3.977,9,5
4,0-8,P,0,C,3.977,8,5
4,0-9,R,0,C,3.977,9,5
4,1-0,R,0,D,3.445,10,5
4,1-1,O,0,D,1.148,4,0
4,1-2,R,0,C,3.93,4,0
4,1-3,E,0,D,2.296,6,5
4,1-4,E,1,D,1.148,4,0
4,1-5,P,0,C,3.977,10,5
4,1-6,A,0,C,3.953,6,5
4,1-7,R,0,C,3.977,8,5
4,1-8,O,0,D,4.593,10,5
4,1-9,R,0,C,3.93,9,5
4,2-0,P,0,C,3.907,8,5
4,2-1,P,1,D,2.296,3,0
4,2-2,A,0,C,3.93,5,5
4,2-3,E,0,D,2.296,8,5
4,2-4,O,0,D,2.296,10,5
4,2-5,P,0,C,3.93,3,0
4,2-6,E,0,D,3.445,10,5
4,2-7,P,0,C,3.977,8,5
4,2-8,O,1,C,3.93,3,0
4,2-9,O,0,D,4.593,10,5
4,3-0,E,0,D,2.296,5,5
4,3-1,E,0,D,0.0,4,0
4,3-2,E,0,D,2.296,4,1
4,3-3,A,0,C,3.93,3,1
4,3-4,A,0,C,3.93,3,1
4,3-5,E,0,D,2.296,10,5
4,3-6,E,0,D,2.296,6,5
4,3-7,A,0,C,3.93,7,5
4,3-8,E,0,D,3.445,10,5
4,3-9,P,0,C,3.93,5,5
4,4-0,O,0,D,1.148,9,5
4,4-1,O,0,D,0.0,3,1
4,4-2,E,0,D,1.148,6,5
4,4-3,E,0,D,2.296,4,1
4,4-4,O,1,D,1.148,3,0
4,4-5,O,0,D,1.148,9,5
4,4-6,P,0,C,3.93,3,0
4,4-7,E,0,D,3.445,10,5
4,4-8,O,0,D,2.296,10,5
4,4-9,A,0,C,3.953,8,5
4,5-0,R,0,D,1.148,9,5
4,5-1,E,0,D,2.296,10,5
4,5-2,P,0,C,3.953,4,1
4,5-3,P,0,C,3.93,3,1
4,5-4,O,0,D,1.148,3,1
4,5-5,O,0,D,1.148,5,5
4,5-6,P,0,C,3.977,7,5
4,5-7,A,0,C,3.953,4,1
4,5-8,A,0,C,3.953,8,5
4,5-9,A,0,C,3.953,10,5
4,6-0,E,0,D,1.148,4,0
4,6-1,P,0,C,3.953,3,1
4,6-2,P,0,C,3.953,9,5
4,6-3,E,0,D,2.296,7,5
4,6-4,E,0,D,0.0,3,1
4,6-5,O,0,D,1.148,7,5
4,6-6,P,0,C,3.953,7,5
4,6-7,E,0,D,3.445,9,5
4,6-8,O,0,D,1.148,7,5
4,6-9,E,0,D,2.296,10,5
4,7-0,E,0,D,2.296,10,5
4,7-1,P,0,C,3.953,7,5
4,7-2,E,0,D,2.296,10,5
4,7-3,E,1,D,0.0,4,0
4,7-4,E,0,D,0.0,7,5
4,7-5,O,0,D,1.148,3,1
4,7-6,A,0,C,3.953,9,5
4,7-7,R,0,C,3.93,8,5
4,7-8,O,0,D,3.445,10,5
4,7-9,P,0,C,3.93,4,0
4,8-0,O,0,D,2.296,5,5
4,8-1,A,0,C,3.93,5,5
4,8-2,A,1,D,1.148,4,0
4,8-3,E,0,D,0.0,3,0
4,8-4,E,0,D,0.0,6,5
4,8-5,E,0,D,0.0,3,0
4,8-6,E,0,D,1.148,4,1
4,8-7,E,0,D,3.445,10,5
4,8-8,P,0,C,3.953,6,5
4,8-9,A,0,C,3.953,5,5
4,9-0,O,1,D,1.148,4,0
4,9-1,E,0,D,1.148,3,1
4,9-2,E,0,D,0.0,5,5
4,9-3,E,0,D,1.148,6,5
4,9-4,E,0,D,0.0,3,1
4,9-5,O,0,D,1.148,5,5
4,9-6,E,0,D,1.148,6,5
4,9-7,A,0,C,3.953,7,5
4,9-8,A,0,C,3.977,6,5
4,9-9,E,0,D,3.445,10,5
5,0-0,A,0,C,3.372,5,0
5,0-1,E,0,D,1.445,7,6
5,0-2,O,0,D,1.445,3,2
5,0-3,A,0,C,3.372,3,2
5,0-4,E,0,D,2.889,10,6
5,0-5,P,1,C,3.529,4,0
5,0-6,E,0,D,4.334,10,6
5,0-7,P,0,C,3.686,8,6
5,0-8,P,0,C,3.686,9,6
5,0-9,R,0,D,2.889,10,6
5,1-0,R,0,D,2.889,10,6
5,1-1,O,0,D,1.445,5,1
5,1-2,R,0,D,1.445,5,1
5,1-3,A,1,D,1.445,5,0
5,1-4,E,0,D,1.445,3,1
5,1-5,P,0,C,3.843,10,6
5,1-6,E,1,C,3.529,5,0
5,1-7,R,0,D,4.334,9,6
5,1-8,O,0,D,1.445,9,6
5,1-9,R,0,D,0.0,8,6
5,2-0,P,0,C,3.529,7,6
5,2-1,P,0,C,3.686,3,1
5,2-2,P,1,C,3.529,4,0
5,2-3,E,0,D,2.889,9,6
5,2-4,O,0,D,2.889,10,6
5,2-5,P,0,C,3.529,3,1
5,2-6,E,0,D,4.334,10,6
5,2-7,P,0,C,3.529,7,6
5,2-8,O,0,D,1.445,4,1
5,2-9,O,0,D,2.889,9,6
5,3-0,E,0,D,2.889,6,6
5,3-1,E,0,D,1.445,3,1
5,3-2,E,0,D,2.889,5,2
5,3-3,A,0,C,3.529,3,2
5,3-4,A,0,C,3.529,3,2
5,3-5,E,0,D,2.889,9,6
5,3-6,E,0,D,2.889,7,6
5,3-7,A,0,C,3.529,8,6
5,3-8,E,0,D,2.889,10,6
5,3-9,P,0,C,3.529,4,0
5,4-0,O,0,D,2.889,10,6
5,4-1,O,0,D,0.0,3,2
5,4-2,E,0,D,1.445,5,0
5,4-3,E,0,D,2.889,3,2
5,4-4,O,0,D,1.445,3,1
5,4-5,O,0,D,1.445,10,6
5,4-6,P,0,C,3.529,3,1
5,4-7,E,0,D,4.334,10,6
5,4-8,O,0,D,2.889,9,6
5,4-9,A,0,C,3.686,9,6
5,5-0,R,0,C,3.529,8,6
5,5-1,E,0,D,4.334,10,6
5,5-2,P,0,C,3.686,5,2
5,5-3,P,0,C,3.529,3,2
5,5-4,O,0,D,1.445,4,2
5,5-5,O,0,D,1.445,6,6
5,5-6,P,0,C,3.843,8,6
5,5-7,A,0,C,3.686,5,2
5,5-8,A,0,C,3.686,9,6
5,5-9,A,0,C,3.843,10,6
5,6-0,E,0,D,2.889,3,1
5,6-1,P,0,C,3.686,4,2
5,6-2,P,0,C,3.686,10,6
5,6-3,E,0,D,2.889,8,6
5,6-4,E,0,D,0.0,3,2
5,6-5,O,0,D,1.445,6,6
5,6-6,P,0,C,3.686,8,6
5,6-7,E,0,D,2.889,8,6
5,6-8,O,0,D,1.445,6,6
5,6-9,E,0,D,2.889,10,6
5,7-0,E,0,D,2.889,9,6
5,7-1,P,0,C,3.686,8,6
5,7-2,E,0,D,4.334,10,6
5,7-3,E,0,D,0.0,3,1
5,7-4,E,0,D,0.0,6,6
5,7-5,O,0,D,1.445,3,2
5,7-6,A,0,C,3.529,8,6
5,7-7,R,0,D,1.445,7,6
5,7-8,O,0,D,2.889,9,6
5,7-9,P,0,C,3.529,3,1
5,8-0,O,0,D,2.889,6,6
5,8-1,A,0,C,3.686,6,6
5,8-2,A,0,C,3.529,3,1
5,8-3,E,0,D,1.445,3,1
5,8-4,E,0,D,0.0,5,0
5,8-5,E,0,D,0.0,3,1
5,8-6,E,0,D,1.445,3,2
5,8-7,E,0,D,2.889,9,6
5,8-8,P,0,C,3.686,7,6
5,8-9,A,0,C,3.686,6,6
5,9-0,O,0,D,1.445,3,1
5,9-1,E,0,D,1.445,3,2
5,9-2,O,1,D,1.445,4,0
5,9-3,E,0,D,1.445,7,6
5,9-4,E,0,D,0.0,3,2
5,9-5,O,0,D,1.445,4,0
5,9-6,E,0,D,1.445,5,0
5,9-7,A,0,C,3.686,6,6
5,9-8,A,0,C,3.843,7,6
5,9-9,E,0,D,2.889,10,6
6,0-0,A,0,C,2.069,6,1
6,0-1,E,0,D,2.689,8,7
6,0-2,O,0,C,2.069,4,3
6,0-3,A,0,C,0.138,4,3
6,0-4,E,0,D,0.896,9,7
6,0-5,P,0,D,0.896,5,1
6,0-6,E,0,D,0.0,9,7
6,0-7,P,0,D,1.792,9,7
6,0-8,P,0,D,2.689,10,7
6,0-9,R,0,C,0.138,9,7
6,1-0,R,0,C,2.069,10,7
6,1-1,O,0,C,0.138,6,2
6,1-2,R,0,C,2.069,6,2
6,1-3,A,0,C,0.138,6,1
6,1-4,E,0,D,1.792,3,2
6,1-5,P,0,D,0.0,9,7
6,1-6,E,0,D,0.896,4,1
6,1-7,R,0,C,-1.793,8,7
6,1-8,O,0,C,2.069,10,7
6,1-9,R,0,C,4.0,9,7
6,2-0,P,0,D,1.792,6,0
6,2-1,P,0,D,0.896,3,2
6,2-2,P,0,D,0.896,3,1
6,2-3,E,0,D,2.689,10,7
6,2-4,O,0,C,-1.793,10,7
6,2-5,P,0,D,0.896,3,2
6,2-6,E,0,D,0.0,9,7
6,2-7,P,0,D,2.689,8,7
6,2-8,O,0,C,0.138,5,2
6,2-9,O,0,C,0.138,8,7
6,3-0,E,0,D,0.896,5,0
6,3-1,E,0,D,0.896,4,2
6,3-2,E,0,D,0.896,6,3
6,3-3,A,0,C,-1.793,3,3
6,3-4,A,0,C,2.069,4,3
6,3-5,E,0,D,1.792,10,7
6,3-6,E,0,D,0.896,6,0
6,3-7,A,0,C,-3.724,7,7
6,3-8,E,0,D,2.689,10,7
6,3-9,P,0,D,1.792,3,1
6,4-0,O,0,C,0.138,10,7
6,4-1,O,0,C,-1.793,3,3
6,4-2,E,0,D,0.896,4,1
6,4-3,E,0,D,1.792,3,3
6,4-4,O,0,C,2.069,4,2
6,4-5,O,0,C,0.138,10,7
6,4-6,P,0,D,0.896,3,2
6,4-7,E,0,D,2.689,10,7
6,4-8,O,0,C,0.138,10,7
6,4-9,A,0,C,2.069,10,7
6,5-0,R,0,D,1.792,9,7
6,5-1,E,0,D,0.896,9,7
6,5-2,P,0,D,0.0,4,3
6,5-3,P,0,D,0.896,4,3
6,5-4,O,0,C,0.138,5,3
6,5-5,O,0,C,2.069,7,7
6,5-6,P,0,D,1.792,9,7
6,5-7,A,0,C,-1.793,4,3
6,5-8,A,0,C,4.0,10,7
6,5-9,A,0,C,0.138,10,7
6,6-0,E,0,D,0.0,3,2
6,6-1,P,0,D,0.0,3,3
6,6-2,P,0,D,0.0,9,7
6,6-3,E,0,D,0.0,7,7
6,6-4,E,0,D,1.792,3,3
6,6-5,O,0,C,0.138,7,7
6,6-6,P,0,D,1.792,9,7
6,6-7,E,0,D,2.689,9,7
6,6-8,O,0,C,0.138,7,7
6,6-9,E,0,D,1.792,10,7
6,7-0,E,0,D,0.896,8,7
6,7-1,P,0,D,0.896,7,7
6,7-2,E,0,D,0.896,9,7
6,7-3,E,0,D,0.0,3,2
6,7-4,E,0,D,0.896,5,0
6,7-5,O,0,C,0.138,3,3
6,7-6,A,0,C,0.138,9,7
6,7-7,R,0,C,0.138,8,7
6,7-8,O,0,C,0.138,10,7
6,7-9,P,0,D,1.792,3,2
6,8-0,O,0,C,2.069,7,7
6,8-1,E,1,C,0.138,5,0
6,8-2,A,0,C,0.138,3,2
6,8-3,E,0,D,0.896,3,2
6,8-4,E,0,D,0.0,4,1
6,8-5,E,0,D,1.792,4,2
6,8-6,E,0,D,0.896,3,3
6,8-7,E,0,D,1.792,10,7
6,8-8,P,0,D,2.689,8,7
6,8-9,P,1,C,-1.793,5,0
6,9-0,O,0,C,0.138,4,2
6,9-1,E,0,D,2.689,4,3
6,9-2,O,0,C,0.138,5,1
6,9-3,E,0,D,1.792,8,7
