paso,id,fenotipo,cambio_fenotipo,estrategia,pago,tau,theta
5,5-1,P,0,D,3.644,10,6
5,5-2,O,0,D,0.0,3,2
5,5-3,O,0,D,0.0,8,6
5,5-4,O,1,D,0.0,4,0
5,5-5,P,0,D,0.0,9,6
5,5-6,R,0,D,5.466,10,6
5,5-7,A,0,C,-0.543,4,1
5,5-8,O,0,D,3.644,3,2
5,5-9,O,0,D,1.822,3,1
5,6-0,A,0,C,0.971,4,1
5,6-1,A,0,C,0.971,10,6
5,6-2,E,0,D,1.822,8,6
5,6-3,P,0,D,0.0,3,2
5,6-4,E,0,D,0.0,9,6
5,6-5,P,0,D,1.822,10,6
5,6-6,A,0,C,0.971,10,6
5,6-7,A,0,C,2.486,4,2
5,6-8,A,0,C,-0.543,3,1
5,6-9,O,0,D,5.466,8,6
5,7-0,A,0,C,2.486,5,2
5,7-1,A,0,C,2.486,7,6
5,7-2,E,0,D,1.822,9,6
5,7-3,E,1,D,0.0,5,0
5,7-4,E,1,D,0.0,4,0
5,7-5,O,0,D,1.822,9,6
5,7-6,A,0,C,-0.543,10,6
5,7-7,R,0,D,3.644,9,6
5,7-8,O,0,D,3.644,9,6
5,7-9,A,1,C,-0.543,4,0
5,8-0,O,0,D,3.644,8,6
5,8-1,A,0,C,-0.543,8,6
5,8-2,P,0,D,1.822,8,6
5,8-3,P,0,D,0.0,9,6
5,8-4,P,0,D,1.822,10,6
5,8-5,E,0,D,1.822,7,6
5,8-6,R,0,D,1.822,10,6
5,8-7,E,0,D,0.0,8,6
5,8-8,O,1,D,0.0,4,0
5,8-9,O,0,D,3.644,4,2
5,9-0,O,0,D,3.644,7,6
5,9-1,P,0,D,1.822,9,6
5,9-2,P,0,D,1.822,9,6
5,9-3,P,0,D,1.822,10,6
5,9-4,A,0,C,-0.543,9,6
5,9-5,A,0,C,0.971,10,6
5,9-6,P,0,D,1.822,9,6
5,9-7,P,0,D,0.0,3,2
5,9-8,P,0,D,1.822,4,2
5,9-9,P,1,C,-2.058,5,0
6,0-0,P,1,C,4.0,6,0
6,0-1,E,0,C,4.0,10,7
6,0-2,A,0,C,4.0,10,7
6,0-3,P,0,C,4.0,10,7
6,0-4,E,0,C,4.0,9,7
6,0-5,A,0,C,4.0,8,7
6,0-6,P,0,C,4.0,7,7
6,0-7,E,0,C,4.0,8,7
6,0-8,E,0,C,4.0,9,7
6,0-9,P,0,C,4.0,5,3
6,1-0,O,0,C,4.0,7,7
6,1-1,P,0,C,4.0,4,2
6,1-2,P,0,C,4.0,10,7
6,1-3,E,0,C,4.0,8,7
6,1-4,P,0,C,4.0,3,2
6,1-5,E,0,C,4.0,9,7
6,1-6,P,0,C,4.0,3,3
6,1-7,O,0,C,4.0,7,7
6,1-8,E,0,C,4.0,3,3
6,1-9,O,0,C,4.0,6,1
6,2-0,O,0,C,4.0,3,2
